,living_space,rent,bi_area,time,nbr_rooms,additional,closing_price,area_gamla_stan,area_gardet,area_kungsholmen,area_lilla_essingen,area_ostermalm,area_sodermalm,area_stora_essingen,area_vasastan
3589,24.5,1511.0,0.0,0.927564604541895,1.0,4800.0,2500000,0,0,1,0,0,0,0,0
3590,69.0,2700.0,0.0,0.927564604541895,2.0,14037.0,5570000,0,0,1,0,0,0,0,0
3591,79.0,3567.0,13.0,0.927564604541895,4.0,4296.0,6350000,0,0,1,0,0,0,0,0
3592,31.0,2461.0,0.0,0.927564604541895,1.5,4200.0,2900000,0,0,1,0,0,0,0,0
3593,24.5,1424.0,0.0,0.927564604541895,1.0,3900.0,2450000,0,0,1,0,0,0,0,0
3594,68.0,2954.0,0.0,0.927564604541895,2.0,4200.0,4810000,0,0,0,0,0,1,0,0
3595,36.0,712.0,0.0,0.927564604541895,1.0,0.0,3650000,0,0,0,0,0,0,0,1
3596,46.0,2540.0,0.0,0.927564604541895,2.0,0.0,3890000,0,0,0,0,0,1,0,0
3597,64.0,2989.0,0.0,0.927564604541895,2.0,7800.0,5250000,0,0,0,0,0,1,0,0
3598,74.0,3698.0,0.0,0.927564604541895,2.0,0.0,5525000,0,0,0,0,0,1,0,0
3599,94.0,3958.0,0.0,0.927564604541895,3.0,1200.0,7025000,0,0,1,0,0,0,0,0
3600,38.0,2298.0,0.0,0.927564604541895,1.5,7800.0,3980000,0,0,0,0,0,1,0,0
3601,56.0,2563.0,0.0,0.927564604541895,2.0,9000.0,4950000,0,0,0,0,0,1,0,0
3602,64.0,3099.0,0.0,0.927564604541895,3.0,0.0,7150000,0,0,0,0,0,0,0,1
3603,38.0,1966.0,0.0,0.927564604541895,1.0,6180.0,3390000,0,0,0,0,0,0,0,1
3604,20.0,1126.0,0.0,0.927564604541895,1.0,4800.0,2400000,0,0,0,0,0,0,0,1
3605,81.0,3997.0,0.0,0.927564604541895,3.0,4000.0,6500000,0,0,0,0,0,0,0,1
3606,46.0,2666.0,0.0,0.927564604541895,2.0,0.0,3240000,0,0,0,0,0,1,0,0
3607,26.0,961.0,0.0,0.927564604541895,1.0,0.0,2640000,0,0,0,0,0,0,0,1
3608,89.0,3665.0,0.0,0.927564604541895,4.0,0.0,7510000,0,0,0,0,0,0,0,1
3609,37.0,416.0,0.0,0.927564604541895,1.5,5400.0,4100000,0,0,0,0,0,0,0,1
3610,162.0,4725.0,0.0,0.927564604541895,5.0,0.0,16750000,0,0,0,0,0,0,0,1
3611,59.0,2358.0,0.0,0.927564604541895,2.0,5400.0,6150000,0,0,0,0,0,0,0,1
3612,80.0,3417.0,0.0,0.927564604541895,2.5,5700.0,6900000,0,0,0,0,0,0,0,1
3613,52.0,2608.0,0.0,0.927564604541895,2.0,5500.0,4550000,0,0,0,0,0,0,0,1
3614,30.0,873.0,0.0,0.927564604541895,1.0,5500.0,3000000,0,0,0,0,0,0,0,1
3615,47.0,2041.0,0.0,0.927564604541895,2.0,5500.0,4500000,0,0,0,0,0,0,0,1
3616,62.0,2174.0,0.0,0.927564604541895,2.0,0.0,5860000,0,0,0,0,0,0,0,1
3617,60.0,2693.0,0.0,0.927564604541895,2.0,0.0,4695000,0,0,0,0,0,0,0,1
3618,36.0,2800.0,0.0,0.927564604541895,1.0,3200.0,3620000,0,0,0,0,0,1,0,0
3619,24.0,1725.0,0.0,0.927564604541895,1.0,3960.0,2640000,0,0,0,0,0,1,0,0
3620,62.0,2763.0,0.0,0.927564604541895,2.0,4200.0,4500000,0,0,0,0,0,1,0,0
3621,25.0,848.0,0.0,0.927564604541895,1.0,3480.0,2685000,0,1,0,0,0,0,0,0
3622,57.0,3224.0,0.0,0.927564604541895,2.0,0.0,4500000,0,0,1,0,0,0,0,0
3623,31.0,2136.0,0.0,0.927564604541895,1.0,4092.0,3230000,0,0,1,0,0,0,0,0
3624,40.0,2542.0,0.0,0.927564604541895,1.5,0.0,3350000,0,0,1,0,0,0,0,0
3625,35.0,2423.0,0.0,0.927564604541895,1.0,4200.0,2635000,0,0,1,0,0,0,0,0
3626,47.5,3355.0,0.0,0.927564604541895,2.0,0.0,3760000,0,0,1,0,0,0,0,0
3627,94.0,4195.0,0.0,0.927564604541895,4.0,6600.0,6450000,0,0,1,0,0,0,0,0
3628,44.0,2337.0,0.0,0.927564604541895,2.0,7068.0,3510000,0,0,0,0,0,1,0,0
3629,85.0,6290.0,0.0,0.927564604541895,3.0,0.0,4600000,0,1,0,0,0,0,0,0
3630,62.0,2046.0,0.0,0.927564604541895,2.0,3600.0,6160000,0,0,0,0,0,0,0,1
3631,20.0,1163.0,0.0,0.927564604541895,1.0,4100.0,2450000,0,0,0,0,1,0,0,0
3632,43.0,1148.0,0.0,0.927564604541895,1.0,0.0,3760000,0,0,0,0,1,0,0,0
3633,63.0,2085.0,0.0,0.927564604541895,2.0,0.0,6150000,0,0,0,0,1,0,0,0
3634,39.1,1598.0,0.0,0.927564604541895,2.0,5400.0,3300000,0,0,0,0,0,1,0,0
3635,57.0,3954.0,0.0,0.927564604541895,2.0,9400.0,4350000,0,0,0,0,0,1,0,0
3636,52.0,2904.0,0.0,0.927564604541895,2.0,0.0,3950000,0,0,0,0,0,1,0,0
3637,56.0,2025.0,0.0,0.9271730618637432,2.0,3000.0,4495000,0,0,0,0,0,0,0,1
3638,39.0,1753.0,0.0,0.9271730618637432,2.0,6200.0,4100000,0,0,0,0,0,1,0,0
3639,35.0,2224.0,0.0,0.9271730618637432,1.5,10568.0,4050000,0,0,0,0,0,1,0,0
3640,54.5,2614.0,0.0,0.9271730618637432,2.0,4200.0,4350000,0,0,0,0,0,1,0,0
3641,50.5,2515.0,0.0,0.9271730618637432,2.0,5000.0,3475000,0,0,0,0,0,0,1,0
3642,69.0,3779.0,0.0,0.9271730618637432,3.0,5360.0,5240000,0,0,0,1,0,0,0,0
3643,167.0,803.0,0.0,0.9271730618637432,4.0,13200.0,17300000,0,0,0,0,0,0,0,1
3644,70.0,2279.0,10.0,0.9271730618637432,2.5,4800.0,7750000,0,0,0,0,0,0,0,1
3645,30.0,1779.0,0.0,0.9271730618637432,1.0,6996.0,3050000,0,0,0,0,0,0,0,1
3646,34.0,2190.0,0.0,0.9271730618637432,1.5,3700.0,3060000,0,0,0,0,0,1,0,0
3647,69.0,3946.0,0.0,0.9271730618637432,3.0,6500.0,4995000,0,0,0,0,0,0,0,1
3648,36.0,1293.0,0.0,0.9271730618637432,1.5,0.0,3200000,0,0,0,0,0,0,0,1
3649,23.0,1310.0,0.0,0.9271730618637432,1.0,2800.0,2550000,0,0,0,0,0,1,0,0
3650,210.0,9098.0,0.0,0.9271730618637432,5.0,0.0,28500000,0,0,0,0,1,0,0,0
3651,52.0,2367.0,0.0,0.9271730618637432,2.0,3200.0,4900000,0,0,0,0,1,0,0,0
3652,54.0,3280.0,0.0,0.9271730618637432,2.0,2780.0,4495000,0,1,0,0,0,0,0,0
3653,73.0,2713.0,0.0,0.9271730618637432,2.0,0.0,6300000,0,1,0,0,0,0,0,0
3654,53.0,2639.0,0.0,0.9271730618637432,2.0,3700.0,4050000,0,0,0,0,0,1,0,0
3655,37.0,2136.0,0.0,0.9271730618637432,1.5,6000.0,3550000,0,0,0,0,0,1,0,0
3656,31.0,2438.0,0.0,0.9271730618637432,1.0,4956.0,3000000,0,0,1,0,0,0,0,0
3657,33.0,2553.0,0.0,0.9271730618637432,2.0,0.0,2875000,0,0,1,0,0,0,0,0
3658,63.0,2918.0,0.0,0.9267815191855913,3.0,8900.0,7475000,0,0,0,0,0,0,0,1
3659,53.0,3106.0,0.0,0.9267815191855913,2.0,0.0,4850000,0,1,0,0,0,0,0,0
3660,98.0,5439.0,0.0,0.9267815191855913,4.0,5400.0,6995000,0,1,0,0,0,0,0,0
3661,74.0,4374.0,0.0,0.9267815191855913,3.0,6500.0,5695000,0,1,0,0,0,0,0,0
3662,70.0,1288.0,0.0,0.9267815191855913,2.0,0.0,5500000,0,0,0,0,0,1,0,0
3663,61.0,2325.0,0.0,0.9267815191855913,2.0,3900.0,6500000,0,0,0,0,1,0,0,0
3664,108.0,4044.0,0.0,0.9267815191855913,4.0,0.0,10900000,0,0,0,0,1,0,0,0
3665,35.0,2314.0,0.0,0.9267815191855913,1.5,4200.0,2800000,0,0,0,0,0,0,1,0
3666,67.0,3671.0,0.0,0.9267815191855913,3.0,8000.0,4150000,0,0,0,0,0,0,1,0
3667,51.0,1783.0,0.0,0.9267815191855913,2.0,0.0,5520000,0,0,0,0,0,0,0,1
3668,56.0,2800.0,0.0,0.9267815191855913,2.0,0.0,4850000,0,0,0,0,0,0,0,1
3669,68.0,2593.0,0.0,0.9267815191855913,3.0,0.0,6805000,0,0,0,0,0,0,0,1
3670,23.0,1176.0,0.0,0.9267815191855913,1.0,0.0,2700000,0,0,1,0,0,0,0,0
3671,39.0,1947.0,0.0,0.9267815191855913,2.0,0.0,2850000,0,0,0,1,0,0,0,0
3672,32.5,2548.0,0.0,0.9267815191855913,2.0,4000.0,3250000,0,0,1,0,0,0,0,0
3673,56.0,3233.0,0.0,0.9267815191855913,2.0,6400.0,3925000,0,0,0,1,0,0,0,0
3674,58.0,2426.0,0.0,0.9267815191855913,2.5,10212.0,5400000,1,0,0,0,0,0,0,0
3675,94.0,4117.0,0.0,0.9263899765074393,3.0,0.0,10400000,0,0,0,0,1,0,0,0
3676,72.0,3123.0,0.0,0.9263899765074393,3.0,0.0,5800000,0,1,0,0,0,0,0,0
3677,72.0,484.0,0.0,0.9263899765074393,3.5,11200.0,6625000,0,0,0,0,1,0,0,0
3678,45.0,2237.0,0.0,0.9263899765074393,2.0,0.0,4160000,0,0,0,0,1,0,0,0
3679,55.0,2806.0,0.0,0.9263899765074393,2.0,14168.0,4950000,0,0,0,0,0,0,0,1
3680,96.0,4160.0,0.0,0.9263899765074393,3.0,5400.0,8825000,0,0,0,0,0,0,0,1
3681,98.0,3736.0,15.0,0.9263899765074393,3.0,0.0,11500000,0,0,0,0,0,0,0,1
3682,30.0,541.0,0.0,0.9263899765074393,2.0,3600.0,4425000,0,0,0,0,0,0,0,1
3683,82.0,3710.0,0.0,0.9263899765074393,3.0,3600.0,8545000,0,0,0,0,0,0,0,1
3684,46.0,2277.0,0.0,0.9259984338292874,1.0,0.0,3350000,0,0,0,0,0,1,0,0
3685,84.0,4118.0,0.0,0.9259984338292874,3.0,6000.0,5725000,0,0,1,0,0,0,0,0
3686,77.0,4338.0,0.0,0.9259984338292874,3.0,10200.0,7495000,0,0,1,0,0,0,0,0
3687,87.0,4035.0,0.0,0.9259984338292874,2.5,7300.0,6600000,0,0,0,0,0,1,0,0
3688,25.0,736.0,0.0,0.9259984338292874,1.0,1336.0,2820000,0,0,0,0,1,0,0,0
3689,44.3,1741.0,0.0,0.9259984338292874,2.0,4000.0,4225000,0,0,0,0,0,0,0,1
3690,70.0,5525.0,0.0,0.9259984338292874,3.0,4600.0,3900000,0,0,0,0,0,1,0,0
3691,99.0,5290.0,0.0,0.9259984338292874,5.0,7800.0,7325000,0,0,0,0,0,1,0,0
3692,86.0,3362.0,0.0,0.9259984338292874,3.0,0.0,7100000,0,0,1,0,0,0,0,0
3693,75.0,3448.0,0.0,0.9259984338292874,2.0,0.0,5750000,0,0,0,0,0,0,0,1
3694,54.0,1834.0,0.0,0.9259984338292874,2.0,0.0,5500000,0,0,0,0,0,0,0,1
3695,43.0,2343.0,0.0,0.9259984338292874,1.0,0.0,2995000,0,0,1,0,0,0,0,0
3696,49.0,2646.0,0.0,0.9256068911511355,2.0,5100.0,4200000,0,0,0,0,0,1,0,0
3697,30.0,1447.0,0.0,0.9256068911511355,1.5,4900.0,2900000,0,0,0,0,0,1,0,0
3698,67.0,3918.0,0.0,0.9256068911511355,2.0,11714.0,3475000,0,1,0,0,0,0,0,0
3699,54.0,2997.0,0.0,0.9256068911511355,2.0,3638.0,4410000,0,0,0,0,0,1,0,0
3700,43.0,2463.0,0.0,0.9256068911511355,2.0,5823.0,4820000,0,0,0,0,0,1,0,0
3701,134.5,4580.0,0.0,0.9256068911511355,5.0,5360.0,13600000,0,0,0,0,1,0,0,0
3702,40.0,1951.0,0.0,0.9256068911511355,1.0,4000.0,3380000,0,0,0,0,0,1,0,0
3703,92.0,4916.0,0.0,0.9256068911511355,4.0,9030.0,7600000,0,0,0,0,0,1,0,0
3704,59.0,3340.0,0.0,0.9256068911511355,2.0,6400.0,4000000,0,0,0,1,0,0,0,0
3705,59.0,2205.0,0.0,0.9256068911511355,2.0,1200.0,5775000,0,0,0,0,1,0,0,0
3706,116.0,3667.0,0.0,0.9256068911511355,3.0,7000.0,14200000,0,0,0,0,1,0,0,0
3707,60.0,2721.0,0.0,0.9256068911511355,2.0,0.0,5580000,0,0,0,0,0,0,0,1
