,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris
2237,2019-09-17,Norrmalm / Vasastan,90612,3995000,2.0,49.0,1517.0,5300.0,1945.0,4440000.0
2238,2019-09-17,Kungsholmen,73113,7850000,4.0,106.0,4469.0,8800.0,2011.0,7750000.0
2239,2019-09-17,Kungsholmen,97826,3850000,2.0,46.0,1481.0,4824.0,1897.0,4500000.0
2240,2019-09-17,Vasastan,101953,2795000,1.0,32.0,1352.0,11040.0,1905.0,3262500.0
2241,2019-09-17,ödermalm,113684,3975000,2.0,38.0,1980.0,5136.0,1930.0,4320000.0
2242,2019-09-17,Vasastan,105031,7195000,3.0,79.5,2268.0,6000.0,1937.0,8350000.0
2243,2019-09-17,Vasastan/Norrmalm,97222,7250000,3.0,90.0,4272.0,9684.0,1895.0,8750000.0
2244,2019-09-17,ödermalm/Reimersholme,71525,3995000,2.0,59.0,3782.0,6600.0,1982.0,4220000.0
2245,2019-09-17,Vasastan Birkastan,98611,2995000,2.0,36.0,1442.0,6840.0,1910.0,3550000.0
2246,2019-09-17,Östermalm / Karlaplan,130000,3150000,1.0,26.0,1394.0,5820.0,1939.0,3380000.0
2247,2019-09-17,Vasastan,106410,3650000,2.0,39.0,2566.0,5800.0,1928.0,4150000.0
2248,2019-09-17,Kungsholmen,122807,2845000,2.0,28.5,1594.0,4200.0,1932.0,3500000.0
2249,2019-09-17,Östermalm,100000,3495000,2.0,38.0,1529.0,2930.0,1973.0,3800000.0
2250,2019-09-17,Vasastan,102752,4895000,2.0,54.5,2666.0,5500.0,2009.0,5600000.0
2251,2019-09-17,Vasastan Birkastan,107237,3495000,2.0,38.0,1100.0,1584.0,1927.0,4075000.0
2252,2019-09-17,ödermalm,83218,3620000,2.0,43.5,2222.0,5900.0,1930.0,3620000.0
2253,2019-09-17,Kungsholmen - Fridhemsplan,100000,4600000,2.0,46.0,1517.0,4600.0,1904.0,4600000.0
2254,2019-09-17,Kungsholmen - Hornsbergs strand,80870,9450000,5.0,115.0,2964.0,6800.0,2014.0,9300000.0
2255,2019-09-17,Kungsholmen,107639,7695000,3.0,72.0,3932.0,4500.0,1920.0,7750000.0
2256,2019-09-17,Kungsholmen - Hornsbergs Strand,71982,3995000,2.0,55.5,2604.0,4300.0,2010.0,3995000.0
2257,2019-09-16,Kungsholmen,82432,5350000,3.0,74.0,4287.0,4992.0,1934.0,6100000.0
2258,2019-09-16,,94595,3300000,2.0,37.0,1824.0,2.0,5640.0,1890.0
2259,2019-09-16,,69318,5995000,3.0,88.0,3858.0,10020.0,2013.0,6100000.0
2260,2019-09-16,Kungsholmen - Norr Mälarstrand,99615,2590000,1.0,26.0,1013.0,4200.0,1927.0,2590000.0
2261,2019-09-15,Kungsholmen,68425,4995000,3.0,73.0,3098.0,6552.0,2009.0,4995000.0
2262,2019-09-15,Östermalm,90000,5850000,2.0,65.0,2526.0,4800.0,1923.0,5850000.0
2263,2019-09-14,Hornstull,85526,2995000,2.0,38.0,1708.0,4800.0,1926.0,3250000.0
2264,2019-09-14,,84524,3349000,2.0,42.0,1831.0,6900.0,1926.0,3550000.0
2265,2019-09-14,ödermalm,97857,2985000,1.0,35.0,607.0,3840.0,1931.0,3425000.0
2266,2019-09-14,ödermalm,84412,2450000,1.0,34.0,2965.0,6600.0,1937.0,2870000.0
2267,2019-09-14,Vasastan,81579,4275000,2.0,57.0,2652.0,6400.0,1973.0,4650000.0
2268,2019-09-13,fia,94852,5750000,2.0,64.1,1646.0,9500.0,1927.0,6080000.0
2269,2019-09-13,Högalid,107308,2395000,1.0,26.0,2023.0,5156.0,1883.0,2790000.0
2270,2019-09-13,Vasastan/Östermalm,107843,8850000,5.0,102.0,5145.0,8000.0,1892.0,11000000.0
2271,2019-09-13,Fredhäll,88889,4150000,2.0,54.0,1137.0,5244.0,1937.0,4800000.0
2272,2019-09-13,Högalid,83333,3000000,1.0,36.0,1868.0,7344.0,1930.0,3000000.0
2273,2019-09-13,Kungsholmen - Fredhäll,82857,2695000,2.0,35.0,2416.0,4800.0,1932.0,2900000.0
2274,2019-09-13,Katarina,83413,4495000,3.0,63.0,2465.0,6660.0,1967.0,5255000.0
2275,2019-09-13,Kungsholmen - Kristineberg,89706,2850000,2.0,34.0,2361.0,4800.0,1933.0,3050000.0
2276,2019-09-13,Kungsholmen,90625,2995000,2.0,40.0,2467.0,5484.0,2006.0,3625000.0
2277,2019-09-13,Vasastan,97436,3450000,1.0,39.0,1696.0,2808.0,1932.0,3800000.0
2278,2019-09-13,Kungsholmen - Fridhemsplan,102632,7150000,3.0,76.0,3695.0,4824.0,1904.0,7800000.0
2279,2019-09-13,Vasastan/Östermalm,92258,2495000,1.0,31.0,2219.0,5352.0,1927.0,2860000.0
2280,2019-09-13,ödermalm,89899,8495000,4.0,99.0,5270.0,19.0,1687.0,1882.0
2281,2019-09-13,Vasastan/Norrmalm,95313,5395000,3.0,64.0,3385.0,9091.0,1929.0,6100000.0
2282,2019-09-13,"Andel i bostadsförening -

    Östermalm",121724,2995000,1.0,29.0,1494.0,4929.0,1882.0,3530000.0
2283,2019-09-13,Fredhäll,87647,2695000,2.0,34.0,1934.0,6100.0,1931.0,2980000.0
2284,2019-09-13,ödermalm - Sofia,92188,7995000,4.0,96.0,4975.0,9875.0,1914.0,8850000.0
2285,2019-09-13,ödermalm- Katarina,75789,5760000,2.0,76.0,3236.0,6400.0,1932.0,5760000.0
2286,2019-09-13,Vasastan,90854,6995000,3.0,82.0,1928.0,6600.0,1880.0,7450000.0
2287,2019-09-12,Katarina,90972,2995000,2.0,36.0,1981.0,5470.0,1937.0,3275000.0
2288,2019-09-12,Högalid,91954,3395000,2.0,43.5,2190.0,7980.0,1930.0,4000000.0
2289,2019-09-12,Högalid,76941,2895000,2.0,42.5,1778.0,3500.0,1965.0,3270000.0
2290,2019-09-12,Katarina,79605,2795000,1.0,38.0,2816.0,7200.0,1921.0,3025000.0
2291,2019-09-12,Kungsholmen/Fridhemsplan,96757,2995000,1.0,37.0,1405.0,9576.0,1900.0,3580000.0
2292,2019-09-12,Högalid,80460,3295000,2.0,43.5,2164.0,3000.0,2005.0,3500000.0
2293,2019-09-12,,100000,2295000,1.0,27.0,1307.0,4428.0,1928.0,2700000.0
2294,2019-09-12,"Kungsholmen, Fredhäll",70192,3475000,2.0,52.0,2906.0,5000.0,1936.0,3650000.0
2295,2019-09-12,Kungsholmen,110059,13200000,6.0,169.0,5328.0,7200.0,1909.0,18600000.0
2296,2019-09-12,Kungsholmen,141304,3100000,1.0,23.0,1560.0,3960.0,1911.0,3250000.0
2297,2019-09-12,Vasastan - Birkastan,123958,2295000,1.0,24.0,860.0,4800.0,1906.0,2975000.0
2298,2019-09-12,Östermalm,137500,2495000,1.0,22.0,819.0,4620.0,1929.0,3025000.0
2299,2019-09-12,ödermalm,89706,2490000,1.0,34.0,1876.0,4500.0,1927.0,3050000.0
2300,2019-09-12,Kristineberg,79545,2495000,1.0,33.0,2608.0,3900.0,1938.0,2625000.0
2301,2019-09-12,Kungsholmen,79439,4195000,2.0,53.5,3473.0,3340.0,2015.0,4250000.0
2302,2019-09-12,Vasastan,109286,2850000,1.0,28.0,1585.0,3200.0,1925.0,3060000.0
2303,2019-09-12,,94915,4895000,2.0,59.0,3187.0,5000.0,1903.0,5600000.0
2304,2019-09-12,Kungsholmen,94017,10600000,4.0,117.0,4647.0,13400.0,1931.0,11000000.0
2305,2019-09-12,HORNSTULL / SÖDERMALM,84091,3700000,1.5,44.0,2337.0,5400.0,1911.0,3700000.0
2306,2019-09-12,Kungsholmen,75949,5850000,3.0,79.0,3271.0,7900.0,1913.0,6000000.0
2307,2019-09-12,Vasastan- Birkastan,100000,3495000,2.0,42.0,1048.0,4200.0,1906.0,4200000.0
2308,2019-09-11,Högalid,65294,5750000,4.0,85.0,3546.0,5300.0,1969.0,5550000.0
2309,2019-09-11,Hornstull,108750,3695000,2.0,40.0,2703.0,4000.0,1941.0,4350000.0
2310,2019-09-11,Katarina,82989,2995000,2.0,43.5,2568.0,4860.0,1932.0,3610000.0
2311,2019-09-11,Kungsholmen,77711,2995000,2.0,41.5,3019.0,4089.0,1934.0,3225000.0
2312,2019-09-11,Kungsholmen,98824,6395000,2.0,68.0,3137.0,3550.0,1889.0,6720000.0
2313,2019-09-11,Vasastan,104211,8495000,3.0,95.0,2426.0,11160.0,1907.0,9900000.0
2314,2019-09-11,Kungsholmen,89878,6600000,3.0,82.0,3182.0,4500.0,1985.0,7370000.0
2315,2019-09-11,Vasastan,114762,2995000,1.0,31.5,978.0,3840.0,1937.0,3615000.0
2316,2019-09-11,Östermalm,121389,3895000,2.0,36.0,1091.0,3000.0,1938.0,4370000.0
2317,2019-09-11,Östermalm,118125,3975000,2.0,40.0,1122.0,5400.0,1927.0,4725000.0
2318,2019-09-11,Norrmalm / City,87273,6200000,3.0,82.5,4390.0,4000.0,2003.0,7200000.0
2319,2019-09-11,Vasastan,120500,2895000,2.0,30.0,1563.0,3541.0,1902.0,3615000.0
2320,2019-09-11,Kungsholmen,111702,4495000,2.0,47.0,1273.0,8400.0,1926.0,5250000.0
2321,2019-09-11,Vasastan,88235,5750000,2.0,68.0,2521.0,5000.0,1904.0,6000000.0
2322,2019-09-11,Östermalm,109836,6095000,3.0,61.0,2557.0,5.0,1896.0,6700000.0
2323,2019-09-11,Vasastan,102105,3250000,1.0,38.0,1782.0,4500.0,1899.0,3880000.0
2324,2019-09-11,irkastan / Vasastan,100278,3195000,1.0,36.0,1659.0,4000.0,1928.0,3610000.0
2325,2019-09-11,Östermalm,120536,5995000,2.5,56.0,2326.0,6600.0,1900.0,6750000.0
2326,2019-09-11,Hagastaden,78803,5595000,3.0,71.0,4041.0,4640.0,2018.0,5595000.0
2327,2019-09-11,Kungsholmen - Hornsbergs Strand,79955,7995000,4.0,111.0,4766.0,7500.0,2008.0,8875000.0
2328,2019-09-11,Kungsholmen,105882,2950000,1.0,34.0,2750.0,6900.0,1934.0,3600000.0
2329,2019-09-11,Vasastan,107576,3095000,1.0,33.0,1584.0,6200.0,1898.0,3550000.0
2330,2019-09-10,fia,106780,4750000,3.0,59.0,3594.0,4958.0,1882.0,6300000.0
2331,2019-09-10,Fredhäll,83824,2495000,1.0,34.0,1847.0,7700.0,1931.0,2850000.0
2332,2019-09-10,Maria,77869,4150000,2.0,61.0,3222.0,6763.0,1991.0,4750000.0
2333,2019-09-10,Kungsholmen/Kristineberg,103571,2495000,1.0,28.0,1645.0,3800.0,1939.0,2900000.0
2334,2019-09-10,Katarina,85517,5750000,4.0,72.5,4060.0,6800.0,1981.0,6200000.0
2335,2019-09-10,Östermalm,111574,11500000,5.0,108.0,4273.0,17.0,5900.0,1897.0
2336,2019-09-10,Kungsholmen/Kungsholmstorg,86279,3395000,1.5,43.0,2030.0,7600.0,1885.0,3710000.0
2337,2019-09-10,fia,73913,3150000,1.5,46.0,1873.0,7620.0,1929.0,3400000.0
2338,2019-09-10,,82051,2995000,1.5,39.0,2125.0,4800.0,1932.0,3200000.0
2339,2019-09-10,Maria,71429,2995000,2.0,49.0,4287.0,3000.0,1991.0,3500000.0
2340,2019-09-10,Kungsholmen,93103,3495000,2.0,43.5,2473.0,8976.0,1933.0,4050000.0
2341,2019-09-10,ödermalm,115854,9500000,3.0,82.0,3580.0,20.0,1931.0,9500000.0
2342,2019-09-10,ödermalm-Mariatorget,86667,4675000,2.0,60.0,1301.0,4632.0,1907.0,5200000.0
2343,2019-09-10,Kungsholmen,84797,12250000,6.0,148.0,7698.0,14400.0,1961.0,12550000.0
2344,2019-09-10,Vasastan - Norrmalm,108571,3095000,1.0,35.0,1698.0,4320.0,1898.0,3800000.0
2345,2019-09-10,Kungsholmen - Lindhagen,88750,2995000,2.0,40.0,2467.0,6000.0,2006.0,3550000.0
2346,2019-09-10,Östermalm/Vasastan,106250,2695000,1.0,28.0,2099.0,3840.0,1928.0,2975000.0
2347,2019-09-10,Kungsholmen,107857,2995000,2.0,35.0,687.0,3480.0,1963.0,3775000.0
2348,2019-09-10,Vasastan,98496,11495000,5.0,133.0,4898.0,7200.0,1886.0,13100000.0
2349,2019-09-10,ödermalm Sofia,96333,2495000,1.5,30.0,1606.0,7692.0,1929.0,2890000.0
2350,2019-09-10,Vasastan,93750,3995000,2.0,48.0,1456.0,4500.0,1903.0,4500000.0
2351,2019-09-10,Vasastan,96429,5795000,2.5,70.0,2234.0,6500.0,1928.0,6750000.0
2352,2019-09-10,ödermalm Eriksdal,86765,2690000,2.0,34.0,2011.0,3950.0,1937.0,2950000.0
2353,2019-09-10,ödermalm,66270,3775000,2.0,63.0,3354.0,4860.0,1964.0,4175000.0
2354,2019-09-10,Vasastan / Norrmalm,120354,13750000,4.0,113.0,4153.0,10800.0,1909.0,13600000.0
2355,2019-09-10,Vasastan / Norrmalm,104487,3695000,2.0,39.0,1877.0,4200.0,1938.0,4075000.0
2356,2019-09-10,Kristineberg,91176,3150000,2.0,34.0,2310.0,3200.0,1933.0,3100000.0
2357,,Vasastan,77941,4995000,2.0,68.0,2405.0,7800.0,1913.0,5300000.0
2358,,Kungsholmen,125000,1895000,1.0,20.0,971.0,3620.0,1914.0,2500000.0
2359,,Kungsholmen,87671,5995000,2.0,73.0,3197.0,8748.0,1926.0,6400000.0
2360,,ödermalm SoFo,84524,3250000,2.0,42.0,2535.0,8376.0,1940.0,3550000.0
2361,,Vasastan,94565,8750000,4.0,92.0,2683.0,7800.0,2008.0,8700000.0
2362,,ödermalm,97246,7895000,3.0,83.5,3989.0,4.0,1860.0,8120000.0
2363,,Katarina,74444,6495000,4.0,90.0,3857.0,7588.0,1983.0,6700000.0
2364,,Hornstull,92105,2995000,2.0,38.0,2275.0,5783.0,1939.0,3500000.0
2365,,Hornstull,115278,3495000,2.0,36.0,1936.0,3864.0,1931.0,4150000.0
2366,,Vasastan,121687,8995000,3.0,83.0,3400.0,21.0,6600.0,1901.0
2367,,Östermalm,106667,9500000,3.0,90.0,2932.0,7500.0,1884.0,9600000.0
2368,,Hornstull,84722,2695000,1.0,36.0,2405.0,4320.0,1911.0,3050000.0
2369,,Kungsholmen,85366,2995000,1.5,41.0,2490.0,4992.0,1939.0,3500000.0
2370,,City / Norrmalm / Vasastan,69863,4995000,3.0,73.0,5171.0,6600.0,1994.0,5100000.0
2371,,ödermalm Maria,69738,11995000,6.0,172.0,8409.0,11400.0,1909.0,11995000.0
2372,,ödermalm,83333,3295000,2.0,39.0,2171.0,8000.0,1935.0,3250000.0
2373,,Östermalm,117347,11500000,4.0,98.0,3905.0,6600.0,1895.0,11500000.0
2374,,Thorildsplan,91176,2850000,1.0,34.0,1109.0,3828.0,1927.0,3100000.0
2375,,ödermalm - Mosebacke,91406,5750000,2.0,64.0,2138.0,5808.0,1892.0,5850000.0
2376,,,69231,6295000,3.0,91.0,4098.0,16143.0,2012.0,6300000.0
2377,,City / Norrmalm / Vasastan,75205,8995000,5.0,122.0,5032.0,15600.0,1859.0,9175000.0
2378,,Vasastan,77336,7990000,3.0,107.0,4830.0,32.0,1912.0,8275000.0
2379,,Kungsholmen,107407,2495000,1.0,27.0,1371.0,6000.0,1907.0,2900000.0
2380,,Kungsholmen Fridhemsplan,81132,3795000,2.0,53.0,2074.0,3600.0,1929.0,4300000.0
2381,,,85156,5195000,2.0,64.0,3617.0,4608.0,1896.0,5450000.0
2382,,Kungsholmen,92632,2995000,2.0,38.0,1585.0,3620.0,1963.0,3520000.0
2383,,Norrmalm/Vasastan,83951,5795000,2.5,81.0,4174.0,7160.0,1928.0,6800000.0
2384,,Hagastaden Vasastan,86170,3950000,2.0,47.0,2578.0,5436.0,2019.0,4050000.0
2385,,Kungsholmen,101563,5750000,2.5,64.0,3524.0,10151.0,1929.0,6500000.0
2386,,Vasastan/Birkastan,102500,3250000,2.0,40.0,1965.0,3900.0,1926.0,4100000.0
2387,,Kungsholmen - Fredhäll,81707,2995000,2.0,41.0,2260.0,4200.0,1931.0,3350000.0
2388,,Östermalm,107692,6600000,2.0,65.0,2179.0,1800.0,1918.0,7000000.0
2389,,Östermalm,100000,5895000,2.0,62.0,3079.0,5000.0,1927.0,6200000.0
2390,,Hornstull,96286,2995000,1.0,35.0,1645.0,8523.0,1910.0,3370000.0
2391,,Kungsholmen/Fredhäll,77059,2495000,1.5,34.0,1847.0,1044.0,1931.0,2620000.0
2392,,Kungsholmen,92857,2695000,1.0,28.0,1645.0,3948.0,1939.0,2600000.0
2393,,ödermalm,75000,3395000,2.0,52.0,2386.0,3960.0,1930.0,3900000.0
2394,,Kungsholmen,88608,3150000,2.0,39.5,3009.0,5040.0,1934.0,3500000.0
2395,,ödermalm - Mariaberget,108000,2495000,1.0,25.0,758.0,6120.0,1931.0,2700000.0
2396,,ödermalm,108000,2195000,1.0,25.0,1871.0,4300.0,1935.0,2700000.0
2397,,Östermalm,113699,4150000,2.0,36.5,2019.0,4200.0,1937.0,4150000.0
2398,,ödermalm Hornstull,67615,4395000,2.5,65.0,3728.0,7548.0,1931.0,4395000.0
2399,,ödermalm,86486,2795000,1.5,37.0,1497.0,8088.0,1964.0,3200000.0
2400,,Vasastan,95735,2850000,1.0,34.0,2074.0,3300.0,1916.0,3255000.0
2401,,ödermalm,82051,2995000,1.5,39.0,2485.0,7764.0,1936.0,3200000.0
2402,,Vasastan,102941,2995000,1.0,34.0,1115.0,3300.0,1906.0,3500000.0
2403,,ödermalm,92308,7200000,3.0,78.0,3347.0,3360.0,1904.0,7200000.0
2404,,ödermalm / Hornstull,97661,4750000,3.0,62.0,3187.0,7500.0,1911.0,6055000.0
2405,,,75000,2995000,1.5,40.0,2057.0,6600.0,1929.0,3000000.0
2406,,Kungsholmen,94444,5250000,2.0,63.0,1548.0,4860.0,1929.0,5950000.0
2407,,Mariatorget,83258,6995000,3.0,89.0,3681.0,7400.0,1890.0,7410000.0
2408,,Östermalm,98298,4650000,1.0,47.0,1856.0,6000.0,1923.0,4620000.0
2409,,Vasastan - Birkastan,95205,6750000,3.0,73.0,3592.0,7200.0,1936.0,6950000.0
2410,,Vasastan - Birkastan,82000,2995000,1.5,40.0,2369.0,4900.0,1928.0,3280000.0
2411,,fia,107963,2495000,1.0,27.0,1669.0,4200.0,1929.0,2915000.0
2412,,Vasastan - Birkastan,99649,4995000,2.0,57.0,2219.0,11400.0,1906.0,5680000.0
2413,,Katarina,84239,3495000,2.0,46.0,1672.0,4000.0,1930.0,3875000.0
2414,,Hornstull,105926,2395000,1.0,27.0,1842.0,5710.0,1925.0,2860000.0
2415,,Högalid,80000,3650000,2.0,50.0,2358.0,6396.0,1913.0,4000000.0
2416,,ödermalm - Hornstull,104857,2995000,1.0,35.0,2618.0,2400.0,1931.0,3670000.0
2417,,Kungsholmen,113793,2850000,1.0,29.0,762.0,3960.0,1912.0,3300000.0
2418,,Kungsholmen,55952,4995000,3.0,84.0,4549.0,5520.0,1989.0,4700000.0
2419,,ödermalm,85426,3450000,2.0,47.0,2316.0,4200.0,1931.0,4015000.0
2420,,irkastan / Vasastan,104167,5675000,2.0,60.0,1822.0,4200.0,1911.0,6250000.0
2421,,,92982,4495000,2.5,57.0,2933.0,4560.0,1906.0,5300000.0
2422,,Vasastan / Birkastan,80254,4475000,2.0,59.0,2393.0,4800.0,1931.0,4735000.0
2423,,Vasastan - Birkastan,95833,5695000,2.0,66.0,2448.0,6000.0,1926.0,6325000.0
2424,,,112692,2395000,1.0,26.0,1496.0,4200.0,1926.0,2930000.0
2425,,Vasastan,94318,3595000,2.0,44.0,2109.0,5160.0,1913.0,4150000.0
2426,,ödermalm Katarina,112593,2495000,1.0,27.0,1486.0,3240.0,1939.0,3040000.0
2427,,Vasastan,102778,4795000,2.0,54.0,3034.0,3000.0,1912.0,5550000.0
2428,,Östermalm,112911,8475000,3.0,79.0,2971.0,5400.0,1898.0,8920000.0
2429,,Vasastan,99091,9975000,3.0,110.0,4035.0,18000.0,1914.0,10900000.0
2430,,Kungsholmen,94400,6750000,3.0,75.0,3679.0,5400.0,1898.0,7080000.0
2431,,Reimersholme,82400,4995000,2.0,62.5,3592.0,5000.0,1945.0,5150000.0
2432,,Vasastan/Östermalm,96364,2750000,1.0,33.0,1217.0,3500.0,1897.0,3180000.0
2433,,Kungsholmen,86301,5650000,3.0,73.0,2792.0,4860.0,1929.0,6300000.0
2434,,ödermalm Skinnarviksberget,85897,5975000,4.0,78.0,2667.0,6600.0,1982.0,6700000.0
2435,,ödermalm - Sofo,97183,2950000,2.0,35.5,2326.0,4560.0,1930.0,3450000.0
2436,,Kungsholmen,100000,3350000,1.5,38.5,903.0,4800.0,1930.0,3850000.0
2437,,Östermalm,91667,3195000,2.0,36.0,1585.0,8100.0,1942.0,3300000.0
2438,,Kungsholmen/Fridhemsplan,91489,3850000,2.0,47.0,2002.0,1188.0,1929.0,4300000.0
2439,,fia,89744,3550000,2.0,39.0,1885.0,4560.0,1930.0,3500000.0
2440,,Östermalm,78378,5750000,3.0,74.0,3824.0,7800.0,1906.0,5800000.0
2441,,Katarina,92647,2795000,1.0,34.0,1965.0,4800.0,1929.0,3150000.0
2442,,Kungsholmen/Norr Mälarstrand,100685,3295000,2.0,36.5,903.0,3600.0,1930.0,3675000.0
2443,,Vasastan - Norrmalm,92152,6195000,3.0,79.0,3538.0,6360.0,1885.0,7280000.0
2444,,ödermalm,96000,2995000,2.0,40.0,1199.0,8341.0,1929.0,3840000.0
2445,,Vasastan/Östermalm,84848,5275000,3.0,66.0,3051.0,5400.0,1896.0,5600000.0
2446,,Kungsholmen,100000,2995000,1.0,33.0,2037.0,7200.0,1937.0,3300000.0
2447,,Östermalm,86957,4000000,2.0,46.0,2373.0,6204.0,1902.0,4000000.0
2448,,ödermalm Maria,79060,9250000,4.0,117.0,4604.0,8640.0,1904.0,9250000.0
2449,,Vasastan / Vasaparken,122283,9500000,3.0,92.0,3192.0,8052.0,1895.0,11250000.0
2450,,Östermalm,105500,3995000,1.5,40.0,2148.0,3900.0,1939.0,4220000.0
2451,,Kungsholmen,79104,4850000,3.0,67.0,4108.0,11300.0,2006.0,5300000.0
2452,,Vasastan,104412,3195000,2.0,34.0,1741.0,5300.0,1969.0,3550000.0
2453,,Norrmalm,87671,5995000,3.0,73.0,3295.0,4000.0,1930.0,6400000.0
2454,,ödermalm - Mariatorget,96364,4375000,2.0,55.0,3297.0,5472.0,1906.0,5300000.0
2455,,Hornstull,77778,3985000,2.0,58.5,2348.0,7368.0,1912.0,4550000.0
2456,,ödermalm,83333,2395000,1.5,33.0,1805.0,7554.0,1931.0,2750000.0
2457,,Östermalm,88136,4995000,2.0,59.0,2918.0,5500.0,1942.0,5200000.0
2458,,Kungsholmen,73214,3850000,2.0,56.0,3734.0,5500.0,1929.0,4100000.0
2459,,"Andel i bostadsförening -

    Hornstull",90323,2595000,1.0,31.0,1708.0,8693.0,1926.0,2800000.0
2460,,Kungsholmen,100000,3000000,1.0,30.5,744.0,3200.0,1929.0,3050000.0
2461,,Kungsholmen,103846,2350000,1.0,26.0,2208.0,2400.0,1931.0,2700000.0
2462,,Vasastan,93478,3995000,2.0,46.0,2354.0,6876.0,1889.0,4300000.0
2463,,Kungsholmen,97015,6500000,3.0,67.0,2684.0,13000.0,1899.0,6500000.0
2464,2019-08-31,Vasastan,87979,3595000,2.0,47.0,2546.0,3840.0,1939.0,4135000.0
2465,2019-08-31,Marieberg,82540,4495000,3.0,63.0,3515.0,3800.0,1943.0,5200000.0
2466,2019-08-31,Kungsholmen,75439,6395000,3.0,85.5,4089.0,4188.0,2009.0,6450000.0
2467,2019-08-31,Östermalm,86932,14500000,6.0,176.0,6978.0,5400.0,1927.0,15300000.0
2468,2019-08-31,Kungsholmen - Fridhemsplan,101136,3750000,2.0,44.0,2255.0,6696.0,1929.0,4450000.0
2469,2019-08-31,ödermalm,75984,8995000,5.0,127.0,6811.0,7000.0,1983.0,9650000.0
2470,2019-08-31,Östermalm,108571,7895000,3.0,77.0,4318.0,9600.0,1879.0,8360000.0
2471,2019-08-31,Vasastan,107500,3495000,2.0,40.0,1818.0,8400.0,1882.0,4300000.0
2472,2019-08-30,Katarina,85000,3500000,1.5,40.0,2332.0,5500.0,1930.0,3400000.0
2473,2019-08-30,Vasastan,95175,4750000,2.0,57.0,2966.0,7700.0,1929.0,5425000.0
2474,2019-08-30,Katarina,67213,4195000,2.0,61.0,2998.0,6240.0,1905.0,4100000.0
2475,2019-08-30,Kungsholmen,97059,2995000,1.0,34.0,1659.0,6240.0,1928.0,3300000.0
2476,2019-08-30,,114091,2200000,1.0,22.0,1036.0,3768.0,1931.0,2510000.0
2477,2019-08-30,Kungsholmen - Fridhemsplan,101754,5125000,2.0,57.0,2510.0,4200.0,1904.0,5800000.0
2478,2019-08-30,Nedre Kungsholmen,88710,2495000,1.5,31.0,2421.0,4200.0,1938.0,2750000.0
2479,2019-08-30,ödermalm,105172,2495000,1.0,29.0,1846.0,4188.0,1928.0,3050000.0
2480,2019-08-30,"Andel i bostadsförening -

    Vasastan",108879,9500000,4.0,107.0,3699.0,4478.0,1898.0,11650000.0
2481,2019-08-30,Kungsholmen,68182,4550000,2.0,66.0,3428.0,3480.0,1897.0,4500000.0
2482,2019-08-30,ödermalm,73512,4975000,3.0,84.0,4658.0,1920.0,1974.0,6175000.0
2483,2019-08-30,Vasastan,86869,7995000,4.0,99.0,3630.0,6640.0,1870.0,8600000.0
2484,2019-08-30,Kungsholmen,70323,3995000,2.0,62.0,3285.0,6976.0,1926.0,4360000.0
2485,2019-08-30,ödermalm - Nytorget,86047,3250000,1.5,43.0,1958.0,5904.0,1939.0,3700000.0
2486,2019-08-30,Norrmalm,93803,5295000,3.0,71.0,3217.0,11600.0,1882.0,6660000.0
2487,2019-08-30,Östermalm,98980,10400000,3.0,98.0,4387.0,8000.0,1898.0,9700000.0
2488,2019-08-30,Östermalm,121951,5000000,2.0,41.0,1736.0,13800.0,1879.0,5000000.0
2489,2019-08-30,Kungsholmen,115625,2350000,1.0,24.0,1294.0,2900.0,1890.0,2775000.0
2490,2019-08-30,ödermalm / Reimersholme,95946,3550000,1.0,37.0,2208.0,4200.0,1944.0,3550000.0
2491,2019-08-30,Kungsholmen,76780,4500000,2.0,59.0,2949.0,6800.0,1913.0,4530000.0
2492,2019-08-30,Kungsholmen - Hornsbergs Strand,70984,6495000,3.0,91.5,4136.0,7500.0,2012.0,6495000.0
2493,2019-08-30,Östermalm,102632,3695000,2.0,38.0,1566.0,5500.0,1973.0,3900000.0
2494,2019-08-30,ödermalm- Hornstull,114130,2195000,1.0,23.0,1392.0,7500.0,1938.0,2625000.0
2495,2019-08-30,Östermalm,100000,5700000,2.0,57.0,1973.0,3200.0,1888.0,5700000.0
2496,2019-08-29,Kungsholmen/Fredhäll,62705,4295000,3.0,73.2,3231.0,6900.0,1931.0,4590000.0
2497,2019-08-29,Hornstull,89318,3395000,1.5,44.0,2527.0,5560.0,1930.0,3930000.0
2498,2019-08-29,Kungsholmen,63500,3850000,2.0,60.0,3689.0,7600.0,1967.0,3810000.0
2499,2019-08-29,Maria,65152,4195000,2.5,66.0,2970.0,7548.0,1988.0,4300000.0
2500,2019-08-29,Kungsholmen,86406,4995000,2.0,64.0,2812.0,4320.0,1927.0,5530000.0
2501,2019-08-29,Kungsholmen,90930,7195000,4.0,86.0,6560.0,34.0,1938.0,7820000.0
2502,2019-08-29,ödermalm,67717,7995000,6.0,127.0,5361.0,6696.0,1981.0,8600000.0
2503,2019-08-29,Östermalm - Lärkstaden,93008,10975000,3.0,118.0,6303.0,13100.0,2014.0,10975000.0
2504,2019-08-29,Kungsholmen / Norr Mälarstrand,116429,7350000,3.0,70.0,4406.0,4200.0,1931.0,8150000.0
